1874,SPADINA AND QUEEN,805,Overhead - Pantograph
2385,Queensquay W and Spadina Rd,509,Investigation
2386,Bathurst and Fleet,509,Mechanical
2387,Dundas Church,505,Overhead - Pantograph
2388,Dundas College,505,Mechanical
2389,Carlaw and Queen,501,Investigation
2390,High park Loop,506,Mechanical
2391,Dundas and Sumach,505,Mechanical
2392,CNE Loop,509,Investigation
2393,Greenwood and Queen,501,Investigation
2394,CNE Loop,509,Investigation
2395,Queen & University,501,Investigation
2396,Broadview STN,505,Mechanical
2397,Queen and Parliament,506,Mechanical
2398,Main STN,506,Mechanical
2399,Main Station,306,Mechanical
2400,Neville Loop,301,Investigation
2401,Neville Loop,501,Held By
2402,Broadview/Dundas,505,Investigation
2403,Queen/Broadview,504,Investigation
2404,Exibition Loop,511,Utilized Off Route
2405,Exibition loop,511,Utilized Off Route
2406,St Clair/Bathurst,501,Mechanical
2407,Distillery loop,504,Investigation
2408,Dundas and Broadview,505,Mechanical
2409,Exibition Loop,511,Mechanical
2410,Carlton and Jarvis,506,Mechanical
2411,Dundas and McCaul,505,Mechanical
2412,King and Shaw,504,Mechanical
2413,Queen & Parliament,501,Mechanical
2414,Carlton and Yonge,506,Investigation
2415,Dundas and Roncesvalles,505,Emergency Services
2416,Dundas W. Station,505,Mechanical
2417,Bathurst Station,511,Mechanical
2418,Dundas and Landsdowne,505,Mechanical
2419,Spadina and College,506,Mechanical
2420,Spadina and Front,510,Investigation
2421,Humber loop,501,Mechanical
2422,Humber Loop,501,Mechanical
2423,King/Peter,504,Held By
2424,Spadina and Queensquay,510,Mechanical
2425,Broadview and Gerrard,505,Overhead - Pantograph
2426,Neville Loop,501,Mechanical
2427,Queen & Coxwell,501,Mechanical
2428,King and Spadina,504,Investigation
2429,Queen & Gladstone,501,Held By
2430,High Park Loop,506,Mechanical
2431,Spadina and Spadina Circle,705,Investigation
2432,Bathurst and King,511,Mechanical
2433,CNE Loop,511,Mechanical
2434,Queen and Ossington,504,Held By
2435,Queen and Ossington,501,Investigation
2436,Queen and Neville Loop,501,Investigation
2437,Lakeshore west and Mimico,301,Investigation
2438,Broadview and Gerrard,306,Investigation
2439,Dundas West Station,505,Investigation
2440,ST Clair Stn,512,Investigation
2441,Queen/Greenwood,501,Mechanical
2442,Broadview station,504,Mechanical
2443,Dundas and Broadview,505,Mechanical
2444,Spadina and Colllege Street,510,Investigation
2445,St Clair/Oakwood,512,Investigation
2446,Queen & Wineva,501,Held By
2447,CNE LOOP,511,Mechanical
2448,Queen & Coxwell.,501,Mechanical
2449,College and Dovercourt,506,Held By
2450,Bathurst Station,511,Utilized Off Route
2451,Dundas and Chestnut,505,Mechanical
2452,Neville Loop,501,Mechanical
2453,Queen and Roncy,501,Mechanical
2454,Parliament and Shuter,506,Emergency Services
2455,Spadina and Queen's Quay,510,Utilized Off Route
2456,Dundas and Broadview,505,Mechanical
2457,Lakeshore West and Mimico,301,Investigation
2458,Queen/Connaught,501,Mechanical
2459,Fleet Street and Strachan Avenue,511,Investigation
2460,Fleet Street and Strachan Avenue,8,Held By
2461,Broadview Station,505,Late Leaving Garage
2462,Dundas and Lansdowne,505,Mechanical
2463,Spadina and Queensquay,510,Mechanical
2464,Queen/Jarvis,501,Investigation
2465,Bathurst and Fleet Street,509,Mechanical
2466,Queen & Dovercourt,501,Emergency Services
2467,Dundas and Parliament,505,Mechanical
2468,Humber Loop,501,Emergency Services
2469,High Park,506,Mechanical
2470,Broadview Station,505,Mechanical
2471,Queen & Yonge,501,Held By
2472,CNE Loop,511,Utilized Off Route
2473,Distillery Loop,504,Mechanical
2474,Dundas and Broadview,505,Mechanical
2475,Longbranch loop,501,Mechanical
2476,King and Dowling,504,Mechanical
2477,Queen/Roncesvalles,304,Emergency Services
2478,Queen and Connaught,501,Late Leaving Garage
2479,King/Peter,504,Investigation
2480,Queen/Simcoe,501,Mechanical
2481,St clair/Christie,512,Investigation
2482,Neville Loop,501,Mechanical
2483,Humber Loop,501,Mechanical
2484,Humber Loop,501,Mechanical
2485,Braodview Station,505,Mechanical
2486,Dundas Broadview,505,Mechanical
2487,Roncesvalles Yard,504,Late Leaving Garage
2488,Woodbine and,506,Mechanical
2489,Spadina Station,510,Mechanical
2490,Queen and Ossington,501,Mechanical
2491,Neville Park,501,Mechanical
2492,CNE,509,Mechanical
2493,Dundas West STN,505,Mechanical
2494,Humber Loop,501,Investigation
2495,Bathurst Station,511,Mechanical
2496,Broadview STNB,505,Mechanical
2497,Humber Loop,501,Mechanical
2498,St Clair and Lansdowne,512,Mechanical
2499,Dundas and Grace,505,Held By
2500,Exiting Humber Loop,301,Held By
2501,Kingston Rd,501,Mechanical
2502,Roncy and King,504,Mechanical
2503,Humber Loop,501,Mechanical
2504,College Spadina,506,Overhead - Pantograph
2505,King and Yonge,504,Mechanical
2506,Bathurst Station,511,Utilized Off Route
2507,Parklawn and Lakeshore,501,Mechanical
2508,Dundas and Lansdown,505,Emergency Services
2509,CNE Loop,511,Utilized Off Route
2510,CNE Loop,511,Utilized Off Route
2511,Queen and Sherborne,501,Mechanical
2512,Dundas West STN,505,Mechanical
2513,Long Branch Loop,501,Investigation
2514,Dundas and Parliament,505,Emergency Services
2515,W/B trailer Track Russell Yard,301,Investigation
2516,W/B Trailer Track Russell Yard,501,Investigation
2517,Upper Gerrard and Coxwell,506,Held By
2518,Dundas and Sumach,505,Overhead - Pantograph
2519,Dundas and Sackville,505,Investigation
2520,Gerrard and Parliament,506,Mechanical
2521,Gerrard and Parliament,506,Mechanical
2522,Gerrard and Parliament,506,Mechanical
2523,Spadina & Queensquay,510,Mechanical
2524,Bathurst and Front,509,Investigation
2525,Quen and Duffrin,501,Held By
2526,Gerrard and Jones,506,Mechanical
2527,Queen and Duffrin,501,Investigation
2528,Bathurst station,511,Mechanical
2529,Dundas and Spadina,505,Mechanical
2530,Dundas and Gladstone,505,Emergency Services
2531,Bathurst Station,512,Investigation
2532,Roncesvalles and Queen,504,Late Leaving Garage
2533,Neville Loop,501,Mechanical
2534,Long Branch Loop,501,Mechanical
2535,College Crawford,506,Investigation
2536,Queen/Roncesvalles,504,Mechanical
2537,Dundas and Sheridan,505,Investigation
2538,Harborfront Tunnel,509,Mechanical
2539,Spadina STN,510,Utilized Off Route
2540,Broadview STN,505,Mechanical
2541,Dundas West Station,306,Emergency Services
2542,Queen and Woodbine,501,Mechanical
2543,Leslie Barns,506,Late Leaving Garage
2544,Shaw and King,504,Late Leaving Garage
2545,Roncvesalles and King,504,Late Leaving Garage
2546,Spadina & Queensquay,510,Mechanical
2547,Spadina & Queensquay,510,Mechanical
2548,Spadina & Queensquay,510,Mechanical
2549,Spadina & Queensquay,510,Mechanical
2550,Braodview Station,505,Investigation
2551,Spadina & Queensquay,510,Mechanical
2552,EX Loop,511,Mechanical
2553,Spadina & Queensquay,510,Mechanical
2554,Spadina & Queensquay,510,Mechanical
2555,Spdina & Dundas,705,Held By
2556,Spadina & Queensquay,510,Mechanical
2557,Spadina & Bremmner,510,Held By
2558,Dundas West STN,505,Mechanical
2559,Humber Loop,501,Mechanical
2560,Parliament south of Dundas,505,Investigation
2561,St Clair west STN,512,Mechanical
2562,Spadina & College,310,Held By
2563,Charlotte Loop,310,Mechanical
2564,Dundas Parliament,505,Overhead - Pantograph
2565,Kingston Road Loop,501,Mechanical
2566,Spadina Station,510,Mechanical
2567,Dundas College,506,Investigation
2568,Bathurst and Dundas,511,Mechanical
2569,Neville Loop,501,Mechanical
2570,Roncesvalles Dundas,505,Investigation
2571,Spadina Loop,510,Mechanical
2572,Spadina Loop,510,Mechanical
2573,Spadina Loop,510,Mechanical
2574,Spadina Loop,510,Mechanical
2575,Spadina Loop,510,Mechanical
2576,Spadina Loop,510,Mechanical
2577,Spadina Loop,510,Mechanical
2578,Dundas/Bloor,504,Held By
2579,Roncesvalles and Bloor,505,Held By
2580,Roncesvalles/Grenadier,504,Mechanical
2581,Bathurst Station,511,Utilized Off Route
2582,Humber Loop,501,Mechanical
2583,Spadina Loop,510,Mechanical
2584,Spadina Loop,510,Mechanical
2585,Humber Loop,501,Investigation
2586,Fleet and Bathurst,511,Mechanical
2587,Queen and Parliament,501,Held By
2588,Queen Parliament,504,Emergency Services
2589,College and Lansdown,506,Emergency Services
2590,Dundas west station,504,General Delay
2591,Dundas and Lansdown,505,Mechanical
2592,Main station,306,Investigation
2593,Russell Yard,501,Mechanical
2594,Queen and Dufferin,501,Mechanical
2595,Queen & Greenwood,501,Mechanical
2596,Humberloop,501,Investigation
2597,Gerrard and Parliament,506,Investigation
2598,humberloop,501,Mechanical
2599,Broadview and Danforth,505,Investigation
2600,Queen and Ossington,501,Investigation
2601,Dundas and Ossington,505,Investigation
2602,CNE Loop,511,Mechanical
2603,Broadview/Queen,504,Mechanical
2604,Neville park,501,Emergency Services
2605,Exhibition Loop,511,Mechanical
2606,Spadina & Willcocks,510,Mechanical
2607,Broadview STN,505,Investigation
2608,LongBranch,301,Mechanical
2609,LongBranch,501,Mechanical
2610,High Park Loop,506,Mechanical
2611,Broadview Station,504,Investigation
2612,Bathurst Station,511,Investigation
2613,Greenwood & Queen,501,Mechanical
2614,Dundas and Parliament,505,Investigation
2615,King/Queen,504,Mechanical
2616,Bathurst station,511,Mechanical
2617,High Park Loop,705,Investigation
2618,King/Roncesvalles,504,Mechanical
2619,College and Spadina,506,Investigation
2620,Gerrard and Coxwell,506,Investigation
2621,Queen and York,501,Diversion
2622,Main and Danforth,506,Held By
2623,Dundas West Station,505,Mechanical
2624,Broadview and Wolfrey,505,Mechanical
2625,Long Branch Loop,301,Mechanical
2626,Dundas Parliament,505,Investigation
2627,Bathurst & King,511,Diversion
2628,College and Ossington,506,Held By
2629,College and Bathurst,506,Investigation
2630,Sunnyside Loop,504,Mechanical
2631,Spadina & Queensquay,510,Utilized Off Route
2632,Spadina & Queensquay,510,Utilized Off Route
2633,Duffrin and Queen,501,Mechanical
2634,Lake Shore and Islington,501,Investigation
2635,Queen and Soho,501,Emergency Services
2636,CNE Loop,511,Utilized Off Route
2637,Bathurst station,511,Utilized Off Route
2638,Dundas West Station,505,Mechanical
2639,Dundas West Station,504,Mechanical
2640,Neville Loop,501,Mechanical
2641,Dundas and Church,505,Mechanical
2642,Queen and Shaw St.,501,Mechanical
2643,Dundas W Station,505,Mechanical
2644,King & John,504,Emergency Services
2645,Ex loop,511,Mechanical
2646,Leslie Barns,506,Late Leaving Garage
2647,St Clair & Keele,511,Mechanical
2648,Queenand Leslie,501,Mechanical
2649,University and Queen,501,Mechanical
2650,Spadina STN,510,Mechanical
2651,KING AND DUFFERIN,504,Investigation
2652,Queen and Sorauren,501,Mechanical
2653,Sunnyside Loop,500,Investigation
2654,Bathurst and Harbord,511,Mechanical
2655,Fleet Loop,509,Mechanical
2656,Spadina and King,510,Mechanical
2657,Neville Park,501,Mechanical
2658,Broadview/Danfort,504,Held By
2659,Broadview   Dearbourne,505,Held By
2660,Gerrard Broadview,505,Mechanical
2661,Queen/Roncesvalles,504,Mechanical
2662,Dundas And Parliament,505,Mechanical
2663,Spadina & Queensquay,510,Emergency Services
2664,Fleet Loop,509,Emergency Services
2665,College and Parliament,506,Held By
2666,Queen and Bathurst,501,Investigation
2667,Main STN,550,Mechanical
2668,LESLIE AND LAKESHORE,510,Investigation
2669,Broadview & Dundas,505,Overhead - Pantograph
2670,Broadview & Dundas,504,Held By
2671,Neville Loop,501,Mechanical
2672,Neville Loop,501,Mechanical
2673,Neville Loop,501,Mechanical
2674,Queen and Carlaw,501,Held By
2675,Dundas Parliament,505,Overhead - Pantograph
2676,Spadina Loop,510,Utilized Off Route
2677,College Spadina,506,Mechanical
2678,Spadina Loop,510,Utilized Off Route
2679,Spadina Loop,510,Utilized Off Route
2680,Spadina Loop,510,Utilized Off Route
2681,Dundas East  Broadview,505,Mechanical
2682,Spadina Loop,510,Utilized Off Route
2683,Spadina Loop,510,Utilized Off Route
2684,Queens Quay and Reese,510,Mechanical
2685,Spadina Loop,510,Utilized Off Route
2686,Spadina Loop,510,Utilized Off Route
2687,King/Peter,504,Emergency Services
2688,Dundas and Yonge,505,Mechanical
2689,Roncy & Queen,504,Investigation
2690,Queen and Dufferin,301,Held By
2691,King and Sackville,504,Emergency Services
2692,King/Shaw to King/Parliament,504,Diversion
2693,Dundas Victoria,505,Investigation
2694,Dundas Sherbourne,505,Emergency Services
2695,Cne Loop,511,Utilized Off Route
2696,Spadina and King,510,Mechanical
2697,CNE Loop,511,Utilized Off Route
2698,Spadina Loop,510,Emergency Services
2699,Dundas and Parliament,505,Overhead - Pantograph
2700,Broadview STN,505,Mechanical
2701,Queen Ossington,504,Mechanical
2702,Queen St E and Connaught,501,Mechanical
2703,Humber Loop,501,Emergency Services
2704,Bathurst st and Lennox St,511,Mechanical
2705,Broadview Station,504,General Delay
2706,Neville Loop,501,Investigation
2707,Broadview Stn,505,Investigation
2708,Dundas & Bay,505,Investigation
2709,QueensQuay Smimcoest,509,Held By
2710,Bathurst Station,511,Mechanical
2711,Queen/Greenwood,501,Mechanical
2712,Bathurst and King Streeet,511,Utilized Off Route
2713,King/Dufferin,504,Investigation
2714,Bathurst and King Street,511,Utilized Off Route
2715,Humber Loop,501,Investigation
2716,College and McCaul,506,Emergency Services
2717,Exibition Loop,509,Investigation
2718,Dundas and Parliament,505,Investigation
2719,Basthurst and Bloor,511,Mechanical
2720,SUNNYSIDE LOOP,504,Mechanical
2721,SPADINA AND COLLEGE,510,Investigation
2722,Bathurst and Dundas,511,Held By
2723,Ferry Docks streetcar stop,509,Investigation
2724,Queens Quay Loop,510,Mechanical
2725,Greenwood and Queen,501,Held By
2726,Queen and Greenwood,506,Held By
2727,Main St Station,506,Held By
2728,High Park Loop,506,Investigation
2729,Spadina and dundas,510,Mechanical
2730,Queens Quay Loop,510,Mechanical
2731,Queens Quay Loop,510,Mechanical
2732,Queens Quay Loop,510,Mechanical
2733,Queens Quay Loop,510,Mechanical
2734,Queens Quay Loop,510,Mechanical
2735,Queen/Sherbourne,501,Investigation
2736,Queen/Sherbourne,501,Mechanical
2737,Dundas and River,505,Mechanical
2738,HUMBER LOOP,501,Investigation
2739,Quuensway / Queen,504,Investigation
2740,Dundas and Sherbourne,505,Emergency Services
2741,Broadview Gerrard,504,Diversion
2742,Gerrard and Broadview,505,Mechanical
2743,Dundas Sherbourne,505,Emergency Services
2744,Bathurst Dundas,511,Utilized Off Route
2745,Bathurst & St Clair,512,Overhead - Pantograph
2746,High Park Loop,506,Investigation
2747,Mt Dennis Garage,511,Late Leaving Garage
2748,Bathurst and Dundas,505,Overhead - Pantograph
2749,Queen and Carlaw,501,Held By
2750,St.Clair and Old Stock Yards Rd,512,Mechanical
2751,CNE,511,Mechanical
2752,Humber Loop,501,Utilized Off Route
2753,Queen and Woodbine,501,Mechanical
2754,Main Station,506,Mechanical
2755,Queen and Jarvus,501,Held By
2756,Dundas and Church,505,Held By
2757,CHURCH AND DUNDAS,501,Mechanical
2758,QUEEN AND CHURCH,501,Held By
2759,Dundas West Station,505,Mechanical
2760,Broadview & Gerrard,504,Diversion
2761,Gerrard and Broadview,506,Mechanical
2762,Dundas West Station,504,Mechanical
2763,Humber Loop,501,Emergency Services
2764,St Clair & Oakwood,512,Investigation
2765,King and Sumach,504,Investigation
2766,Distilery Loop,504,Investigation
2767,Exhibition Loop,511,Utilized Off Route
2768,Exhibition Loop,511,Utilized Off Route
2769,Queen and Shaw,501,Held By
2770,King and Queen,501,Mechanical
2771,Bathurst STN,511,Utilized Off Route
2772,Humber Loop,501,Utilized Off Route
2773,Queen and Shaw,501,Held By
2774,Queens Quay and Spadina,510,Held By
2775,Humber Loop,501,Utilized Off Route
2776,St. Clair and Via Itialia,512,Investigation
2777,Queen and Pape,501,Held By
2778,Dundas and Parliament,505,Mechanical
2779,SPADINA STATION,510,Mechanical
2780,SPADINA AND QUEENS QUAY,510,Mechanical
2781,QUEEN AND WHITE SQUIRREL WAY,501,Diversion
2782,WILSON GARAGE,501,Late Leaving Garage
2783,Exhibition Loop,511,Mechanical
2784,Bathurst Stn.,511,Mechanical
2785,Neville Loop,501,Mechanical
2786,Bathurst Station,511,Utilized Off Route
2787,Bathurst Station,511,Investigation
2788,Broadview  Gerrard,505,Overhead - Pantograph
2789,St clair/Lansdowne,512,Mechanical
2790,Longbranch Loop,501,Mechanical
2791,Spadina and Fort York,511,General Delay
2792,College and Lansdown,506,Mechanical
2793,Queen's Quay and Spadina,509,Emergency Services
2794,Bathurst and Queen,511,Utilized Off Route
2795,SPADINA AND QUEENS QUAY,510,Mechanical
2796,Dundas and Sherborne,505,Investigation
2797,Bathurst Stn.,511,Mechanical
2798,King & Jarvis,504,Mechanical
2799,Dundas Jarvis,505,Overhead - Pantograph
2800,Queen/Parliament,501,Held By
2801,Broadview/Malbrook,504,Mechanical
2802,Ronc at Queen,504,Late Leaving Garage
2803,Roncy at Queen,504,Late Leaving Garage
2804,Bathurst Station,511,Utilized Off Route
2805,CNE Loop,511,Mechanical
2806,King/Peter,504,General Delay
2807,St Clair/Northcliffe,512,Mechanical
2808,Humber Loop,501,Mechanical
2809,Spadina Loop,510,Mechanical
2810,Queen/Spadina,501,Mechanical
2811,CNE Loop,509,Mechanical
2812,Bathurst Station,511,Utilized Off Route
2813,Roncesvalles south of Howard Park,505,Investigation
2814,Roncesvalles Howard Park,504,Held By
2815,King Bathurst,504,General Delay
2816,King / Spadina,504,General Delay
2817,Queen just east of Degrassi,501,Investigation
2818,Dundas & Parliament,505,Mechanical
2819,Roncesvalles And Queen,504,Held By
2820,Dundas Street East  Sherbourne,505,Emergency Services
2821,Bathurst Station,511,Mechanical
2822,Gerrard Carlaw,506,Mechanical
2823,Bathurst Station,511,Utilized Off Route
2824,King/Yonge,504,Emergency Services
2825,Spadina Station,510,Mechanical
2826,Main STN,506,Mechanical
2827,College and Ontario,506,Investigation
2828,Queen/Carrol,501,Investigation
2829,King/Queen E,504,Emergency Services
2830,Longbranch,501,Investigation
2831,Lakeshore/13th,501,Mechanical
2832,Queens Quay and Spadina,510,Mechanical
2833,Queen/Kingston,501,Mechanical
2834,Bathurst Station,511,Utilized Off Route
2835,CNE Loop,511,Mechanical
2836,Bathurst Station,511,Mechanical
2837,Bathurst Station,511,Mechanical
2838,Neville Park,501,Mechanical
2839,Broadview Gerrard,304,Mechanical
2840,Dundas and Parliament,505,Overhead - Pantograph
2841,Queen and Bay,501,Mechanical
2842,Lansdowne Dundas,505,Mechanical
2843,McCaul  Grange Rd,705,Held By
2844,Dundas West Station,505,Mechanical
2845,Fort York and Spadina,511,Mechanical
2846,Roncesvalles/Marion,504,Mechanical
2847,King/Shaw,504,General Delay
2848,King/Shaw,501,Investigation
2849,Bathurst stn,511,Utilized Off Route
2850,Queen/Pape,501,Mechanical
2851,"Queensway, west of Roncesvalles",506,Investigation
2852,Spadina Station,510,Mechanical
2853,GREENWOOD AND QUEEN,501,Investigation
2854,Exhibition Loop,511,Utilized Off Route
2855,Main STN,506,Mechanical
2856,Bathurst Stn,511,Utilized Off Route
2857,Broadview Stn,505,Emergency Services
2858,Bathurst Stn,511,Utilized Off Route
2859,Parliament and Gerrard,506,Held By
2860,King and Yonge,504,Mechanical
2861,College and Bathurst,506,Investigation
2862,King/Portland,504,Mechanical
2863,Neville Loop,501,Mechanical
2864,Roncesvalles/Marion,504,Investigation
2865,Bathurst and College Street,511,Mechanical
2866,Queen/Woodfield,501,Investigation
2867,King / Roncesvalles,504,General Delay
2868,LONG BRANCH LOOP,501,Mechanical
2869,LONG BRANCH LOOP,501,Investigation
2870,Dundas West Station,505,Investigation
2871,Spadina Richmond,510,Mechanical
2872,Queen and Spadina,501,Investigation
2873,Bathurst STN,511,Mechanical
2874,Humber Loop,501,Mechanical
2875,Exhibition Loop,511,Mechanical
2876,Bathurst and Bloor,511,Held By
2877,Exhibition Loop,511,Utilized Off Route
2878,King Street and Close Avenue,504,Investigation
2879,Humber Loop,501,Utilized Off Route
2880,King and Strachan,504,Held By
2881,Humber Loop,501,Utilized Off Route
2882,Gerrard and Parliament,506,Diversion
2883,Humber Loop,501,Utilized Off Route
2884,Bathurst and Front,511,Utilized Off Route
2885,Main Station,506,Mechanical
2886,Humber Loop,501,Investigation
2887,Bathurst STN,511,Utilized Off Route
2888,Dundas and Church,505,Investigation
2889,Bathurst Station,511,Utilized Off Route
2890,Gerrard and Broadview,505,Mechanical
2891,Broadview Gerrard,504,General Delay
2892,Broadview Gerrard,504,General Delay
2893,Dundas and Roncesvalles,505,Emergency Services
2894,Bathurst and King,511,Utilized Off Route
2895,Dundas and University,505,Held By
2896,CHURCH AND QUEEN,501,Mechanical
2897,SUNNYSIDE LOOP,501,Held By
2898,Dundas and Parliament,505,Overhead - Pantograph
2899,Humber Loop,501,Emergency Services
2900,Bathurst and Wellington,511,Investigation
2901,Charlotte Loop,510,Mechanical
2902,Exhibition Loop,511,Mechanical
2903,Queen and Coxwell,501,Investigation
2904,EXHIBITION LOOP,509,Mechanical
